image_name,type,clss,img_shp_0_init,img_shape1_init,img_shp_0,img_shp_1,sh0_start,sh1_start,sh0_end,sh1_end
4561.jpg,train,1,2448,3264,191,256,1,133,144,255
4562.jpg,train,1,2448,3264,161,187,31,1,160,141
4566.jpg,train,1,3264,2448,182,149,1,1,181,148
4567.jpg,train,1,3264,2448,174,172,1,1,173,171
4568.jpg,train,1,2448,3264,161,184,46,60,116,134
4569.jpg,train,1,2448,3264,168,176,45,48,167,136
457.jpg,train,1,4128,3096,255,192,41,1,187,163
4570.jpg,train,1,3264,2448,184,159,62,26,135,146
4571.jpg,train,1,2448,3264,173,173,1,1,139,131
4572.jpg,train,1,2448,3264,172,174,36,59,150,173
4573.jpg,train,1,3264,2448,174,172,1,50,104,147
458.jpg,train,1,4128,3096,243,181,42,1,190,159
4584.jpg,train,1,3264,2448,172,173,17,24,159,146
4585.jpg,train,1,3264,2448,173,174,32,37,145,140
4586.jpg,train,1,3264,2448,171,176,59,66,114,114
4587.jpg,train,1,3264,2448,173,174,26,25,149,152
4589.jpg,train,1,3264,2448,254,192,53,64,142,162
4590.jpg,train,1,3264,2448,176,170,18,19,109,108
4591.jpg,train,1,3264,2448,175,174,11,43,111,121
4592.jpg,train,1,2448,3264,174,176,1,47,116,132
4593.jpg,train,1,2448,3264,175,177,36,32,142,142
4594.jpg,train,1,2448,3264,173,179,34,33,140,144
4595.jpg,train,1,3264,2448,179,174,1,1,178,173
4596.jpg,train,1,2448,3264,176,174,1,1,175,173
4597.jpg,train,1,2448,3264,175,175,1,1,174,174
4598.jpg,train,1,3264,2448,173,175,1,22,172,174
4599.jpg,train,1,3264,2448,176,168,29,27,175,167
46.jpg,train,1,3264,2448,150,150,1,1,149,149
460.jpg,train,1,4128,3096,255,192,1,1,254,191
4600.jpg,train,1,3264,2448,176,171,54,36,175,141
4601.jpg,train,1,3264,2448,176,174,1,1,175,173
461.jpg,train,1,4128,3096,255,192,59,1,210,168
4617.jpg,train,1,3264,2448,172,173,42,25,147,146
4618.jpg,train,1,3264,2448,255,192,1,1,254,191
4619.jpg,train,1,3264,2448,175,174,17,16,159,154
462.jpg,train,1,4128,3096,255,192,32,28,201,165
4620.jpg,train,1,3264,2448,172,173,16,17,155,152
4621.jpg,train,1,3264,2448,173,174,17,63,143,173
4622.jpg,train,1,3264,2448,173,174,24,60,155,173
4623.jpg,train,1,3264,2448,171,172,33,29,149,145
4624.jpg,train,1,3264,2448,176,170,1,1,175,169
4626.jpg,train,1,2448,3264,168,183,22,35,167,165
4627.jpg,train,1,2448,3264,167,184,1,68,151,183
4631.jpg,train,1,2448,3264,168,178,24,33,135,142
4632.jpg,train,1,2448,3264,169,176,21,32,139,142
4633.jpg,train,1,2448,3264,162,190,20,74,161,148
4634.jpg,train,1,2448,3264,164,187,1,60,117,145
4637.jpg,train,1,3264,2448,184,166,41,27,151,140
4638.jpg,train,1,3264,2448,186,165,34,49,141,151
4639.jpg,train,1,3264,2448,184,166,40,30,152,140
464.jpg,train,1,3264,2448,255,192,48,11,187,166
4640.jpg,train,1,2448,3264,164,187,16,49,111,149
4641.jpg,train,1,3264,2448,177,171,33,32,146,142
4642.jpg,train,1,3264,2448,173,174,41,66,111,136
4643.jpg,train,1,3264,2448,172,174,1,1,171,173
4644.jpg,train,1,3264,2448,173,174,1,1,172,173
4645.jpg,train,1,2448,3264,165,186,1,126,116,185
4646.jpg,train,1,2448,3264,163,188,1,83,65,187
465.jpg,train,1,4160,3120,255,192,1,1,254,191
4650.jpg,train,1,3264,2448,180,171,40,32,151,135
4652.jpg,train,1,3264,2448,181,172,13,32,136,128
4653.jpg,train,1,3264,2448,179,172,95,16,178,132
4654.jpg,train,1,3264,2448,179,173,24,45,114,123
4655.jpg,train,1,3264,2448,173,174,1,1,125,105
4656.jpg,train,1,3264,2448,174,174,1,16,97,130
4657.jpg,train,1,3264,2448,175,172,32,19,148,151
4658.jpg,train,1,3264,2448,174,174,1,34,92,116
466.jpg,train,1,4128,3096,255,192,55,1,190,167
4663.jpg,train,1,3264,2448,173,173,42,28,135,123
4664.jpg,train,1,3264,2448,185,169,40,32,157,153
4665.jpg,train,1,2448,3264,172,173,29,27,145,146
4668.jpg,train,1,3264,2448,179,170,25,38,178,169
4669.jpg,train,1,3264,2448,180,167,1,44,179,166
467.jpg,train,1,3264,2448,248,192,1,1,247,191
4670.jpg,train,1,3264,2448,178,171,1,1,177,170
4672.jpg,train,1,3264,2448,179,180,33,33,146,147
4673.jpg,train,1,2448,3264,174,173,1,35,88,123
4674.jpg,train,1,2448,3264,172,174,29,27,141,144
4680.jpg,train,1,3264,2448,172,173,45,55,138,147
4681.jpg,train,1,3264,2448,171,176,41,86,127,135
4682.jpg,train,1,3264,2448,173,173,23,33,172,172
469.jpg,train,1,3264,2448,178,172,1,25,144,145
47.jpg,train,1,4128,3096,255,192,1,1,236,166
470.jpg,train,1,4128,3096,255,192,51,24,207,174
471.jpg,train,1,4128,3096,255,192,1,1,254,191
4711.jpg,train,1,3264,2448,204,174,24,35,132,122
4712.jpg,train,1,3264,2448,173,175,17,29,145,138
4713.jpg,train,1,3264,2448,173,175,24,37,142,149
4715.jpg,train,1,3264,2448,140,155,20,26,123,129
4716.jpg,train,1,3264,2448,147,147,1,1,146,146
4717.jpg,train,1,3264,2448,147,148,1,17,146,147
4718.jpg,train,1,3264,2448,146,148,30,29,117,117
4719.jpg,train,1,3264,2448,144,136,26,21,120,116
472.jpg,train,1,4128,3096,211,192,22,1,210,191
4720.jpg,train,1,3264,2448,147,148,22,22,116,116
4721.jpg,train,1,3264,2448,187,188,1,1,186,187
4725.jpg,train,1,3264,2448,147,147,1,1,146,146
4726.jpg,train,1,3264,2448,136,159,28,35,118,126
4727.jpg,train,1,3264,2448,145,147,29,29,122,119
4728.jpg,train,1,3264,2448,134,155,1,1,133,154
4729.jpg,train,1,3264,2448,147,149,1,1,146,148
473.jpg,train,1,4128,3096,255,192,1,1,198,156
4737.jpg,train,1,3264,2448,147,147,32,26,119,118
4741.jpg,train,1,3264,2448,147,147,1,1,146,146
4742.jpg,train,1,3264,2448,178,176,1,1,177,175
4743.jpg,train,1,3264,2448,146,149,1,30,121,128
4753.jpg,train,1,3264,2448,175,170,31,34,145,140
476.jpg,train,1,3264,2448,148,149,28,33,105,115
477.jpg,train,1,4128,3096,218,190,11,1,159,156
4785.jpg,train,1,3264,2448,179,167,1,33,149,150
4786.jpg,train,1,3264,2448,173,172,1,36,152,145
4787.jpg,train,1,3264,2448,178,169,21,42,145,149
4791.jpg,train,1,2448,3264,170,183,1,1,138,160
4792.jpg,train,1,3264,2448,178,173,1,17,177,172
4793.jpg,train,1,3264,2448,178,177,1,1,151,176
4794.jpg,train,1,3264,2448,178,178,23,37,125,118
4795.jpg,train,1,3264,2448,176,178,1,1,175,177
4796.jpg,train,1,3264,2448,175,171,19,1,174,156
4797.jpg,train,1,3264,2448,177,170,1,16,176,169
480.jpg,train,1,4128,3096,223,192,33,1,210,167
481.jpg,train,1,4128,3096,156,150,52,35,155,120
4818.jpg,train,1,3264,2448,175,177,1,1,139,148
4819.jpg,train,1,3264,2448,175,175,1,1,133,163
482.jpg,train,1,3264,2448,245,155,61,1,224,154
4820.jpg,train,1,3264,2448,175,176,1,12,174,175
4821.jpg,train,1,3264,2448,176,177,1,1,175,150
4822.jpg,train,1,3264,2448,176,177,1,1,136,139
483.jpg,train,1,4128,3096,255,192,1,1,254,191
4833.jpg,train,1,3264,2448,175,176,39,32,158,148
4834.jpg,train,1,3264,2448,230,171,48,1,166,156
4835.jpg,train,1,3264,2448,177,179,42,45,176,123
4836.jpg,train,1,3264,2448,167,185,14,59,103,115
4837.jpg,train,1,3264,2448,175,179,30,26,174,178
4838.jpg,train,1,3264,2448,174,176,1,74,97,175
4839.jpg,train,1,3264,2448,174,175,1,1,173,174
4840.jpg,train,1,3264,2448,174,175,1,29,97,111
4841.jpg,train,1,3264,2448,174,174,1,12,126,153
4842.jpg,train,1,3264,2448,177,167,50,29,130,166
4843.jpg,train,1,3264,2448,131,167,16,31,130,134
485.jpg,train,1,4128,3096,255,192,11,1,166,126
4857.jpg,train,1,3264,2448,174,175,25,24,153,174
486.jpg,train,1,3264,2448,189,166,1,1,188,165
4862.jpg,train,1,3264,2448,178,174,31,1,177,129
4863.jpg,train,1,3264,2448,175,175,15,19,132,149
4864.jpg,train,1,3264,2448,179,175,1,26,178,162
4865.jpg,train,1,3264,2448,177,175,1,24,176,163
4866.jpg,train,1,3264,2448,179,180,1,11,159,165
4867.jpg,train,1,3264,2448,172,172,13,1,100,104
4868.jpg,train,1,3264,2448,176,171,1,12,151,170
4869.jpg,train,1,3264,2448,174,171,1,13,125,141
4870.jpg,train,1,3264,2448,231,184,1,33,186,183
4871.jpg,train,1,3264,2448,230,178,26,36,229,177
4872.jpg,train,1,3264,2448,229,182,46,25,178,161
488.jpg,train,1,4128,3096,255,192,41,43,191,181
4880.jpg,train,1,4128,3096,255,192,41,1,146,166
4881.jpg,train,1,4128,3096,255,192,116,71,193,154
4882.jpg,train,1,4128,3096,255,192,14,1,254,177
4883.jpg,train,1,4128,3096,255,192,1,1,226,191
4887.jpg,train,1,4128,3096,249,192,69,60,151,153
489.jpg,train,1,4128,3096,136,168,19,17,135,151
4892.jpg,train,1,4128,3096,255,192,1,1,254,191
4894.jpg,train,1,4128,3096,255,192,1,1,210,143
4897.jpg,train,1,4128,3096,255,192,49,24,200,175
4898.jpg,train,1,4128,3096,255,192,23,1,254,133
490.jpg,train,1,3264,2448,255,192,1,1,237,191
4901.jpg,train,1,4128,3096,255,192,1,1,254,191
4902.jpg,train,1,4128,3096,255,192,1,1,201,191
4909.jpg,train,1,4128,3096,255,192,1,1,254,191
491.jpg,train,1,4128,3096,255,192,1,1,224,191
4910.jpg,train,1,4128,3096,255,192,54,24,203,163
4911.jpg,train,1,4128,3096,255,192,48,19,217,191
4912.jpg,train,1,4128,3096,255,192,1,1,196,191
4914.jpg,train,1,4128,3096,255,192,1,1,182,191
4915.jpg,train,1,4128,3096,255,192,1,1,203,120
4916.jpg,train,1,4128,3096,255,192,53,1,216,191
492.jpg,train,1,4128,3096,217,185,57,57,144,148
4922.jpg,train,1,4128,3096,255,192,1,1,223,191
4923.jpg,train,1,4128,3096,255,192,103,54,163,130
4925.jpg,train,1,4128,3096,255,192,89,1,254,191
493.jpg,train,1,4128,3096,255,192,37,29,96,80
4931.jpg,train,1,4128,2322,229,141,23,1,196,140
4932.jpg,train,1,4128,2322,207,144,1,1,61,143
4933.jpg,train,1,4128,2322,227,142,42,1,184,141
4937.jpg,train,1,4128,2322,199,110,18,19,133,109
4938.jpg,train,1,4128,2322,214,144,1,1,213,143
4939.jpg,train,1,4128,2322,249,144,26,31,248,143
494.jpg,train,1,4128,3096,255,192,29,1,216,191
4940.jpg,train,1,4128,2322,231,144,27,39,230,143
4941.jpg,train,1,4128,2322,213,144,64,27,142,111
4942.jpg,train,1,4128,2322,210,144,1,1,209,143
4945.jpg,train,1,4128,2322,179,144,42,1,143,108
4946.jpg,train,1,4128,2322,200,141,37,14,130,140
4947.jpg,train,1,4128,2322,196,128,1,1,195,127
4948.jpg,train,1,4128,2322,200,141,15,1,170,140
495.jpg,train,1,4128,3096,255,192,1,1,205,191
4950.jpg,train,1,4128,2322,221,143,79,1,201,103
4951.jpg,train,1,4128,2322,221,143,1,1,98,142
4952.jpg,train,1,4128,2322,240,138,65,27,189,124
4953.jpg,train,1,4128,2322,251,144,1,1,250,143
4954.jpg,train,1,4128,2322,229,142,29,23,173,141
4955.jpg,train,1,4128,2322,241,144,40,11,201,143
496.jpg,train,1,3264,2448,179,172,46,39,148,161
4968.jpg,train,1,4128,2322,204,144,23,18,178,143
4974.jpg,train,1,4128,2322,199,91,1,1,198,90
498.jpg,train,1,4128,3096,255,192,1,1,254,191
4980.jpg,train,1,3264,2448,255,192,27,1,254,191
4981.jpg,train,1,3264,2448,255,192,1,1,254,191
4985.jpg,train,1,3264,2448,255,192,1,1,254,191
499.jpg,train,1,3264,2448,183,169,1,32,141,168
4992.jpg,train,1,3264,2448,255,192,1,1,254,191
5004.jpg,train,1,3264,2448,255,192,1,1,254,191
5007.jpg,train,1,3264,2448,255,192,1,1,254,191
5008.jpg,train,1,3264,2448,255,192,1,1,231,191
5009.jpg,train,1,3264,2448,255,192,1,1,219,191
501.jpg,train,1,3264,2448,255,192,15,1,209,191
5010.jpg,train,1,3264,2448,255,192,1,1,254,191
5014.jpg,train,1,3264,2448,255,192,1,1,254,191
5016.jpg,train,1,3264,2448,255,192,1,1,254,191
5017.jpg,train,1,3264,2448,255,192,1,1,254,191
5018.jpg,train,1,3264,2448,255,192,1,1,153,191
502.jpg,train,1,3264,2448,182,173,37,47,151,172
5028.jpg,train,1,3264,2448,255,192,1,1,254,191
5029.jpg,train,1,3264,2448,255,192,14,1,254,191
503.jpg,train,1,4128,3096,255,192,55,24,201,169
5030.jpg,train,1,3264,2448,255,192,1,1,254,191
5031.jpg,train,1,3264,2448,255,192,51,1,254,191
5032.jpg,train,1,3264,2448,255,192,1,1,254,171
5036.jpg,train,1,3264,2448,255,192,1,1,254,191
5037.jpg,train,1,3264,2448,255,192,13,1,254,191
5038.jpg,train,1,3264,2448,255,192,22,1,254,191
504.jpg,train,1,3264,2448,181,167,57,44,140,123
5047.jpg,train,1,3264,2448,255,192,37,1,240,191
5048.jpg,train,1,3264,2448,255,192,55,1,254,191
5049.jpg,train,1,3264,2448,255,192,61,1,254,191
5058.jpg,train,1,3264,2448,255,192,1,1,233,181
5059.jpg,train,1,3264,2448,255,192,35,1,254,191
506.jpg,train,1,4128,3096,243,192,1,1,242,191
5066.jpg,train,1,3264,2448,255,192,1,1,254,191
5067.jpg,train,1,3264,2448,255,192,55,24,201,169
507.jpg,train,1,4128,3096,145,180,1,11,144,168
5072.jpg,train,1,3264,2448,255,192,1,1,254,191
5073.jpg,train,1,3264,2448,255,192,38,1,254,142
5074.jpg,train,1,3264,2448,255,192,1,1,186,191
508.jpg,train,1,3264,2448,228,174,21,1,227,173
5082.jpg,train,1,3264,2448,255,192,18,1,254,191
5083.jpg,train,1,3264,2448,255,192,62,48,144,191
5086.jpg,train,1,3264,2448,255,192,1,1,254,191
509.jpg,train,1,4128,3096,255,192,73,1,254,191
5091.jpg,train,1,3264,2448,255,192,1,1,254,191
5093.jpg,train,1,3264,2448,255,192,1,1,230,191
5094.jpg,train,1,3264,2448,255,192,54,1,254,191
51.jpg,train,1,4160,3120,255,192,78,42,226,171
510.jpg,train,1,4128,3096,255,192,1,1,254,191
5100.jpg,train,1,3264,2448,255,192,25,1,254,175
5104.jpg,train,1,3264,2448,158,140,20,17,119,116
5105.jpg,train,1,3264,2448,148,150,17,11,130,133
5113.jpg,train,1,3264,2448,155,139,1,1,154,138
5115.jpg,train,1,3264,2448,141,158,1,44,128,157
512.jpg,train,1,3264,2448,255,192,19,1,254,146
5125.jpg,train,1,3264,2448,146,152,11,40,132,119
5126.jpg,train,1,3264,2448,149,149,12,37,133,114
5127.jpg,train,1,3264,2448,147,152,1,42,131,117
5128.jpg,train,1,3264,2448,148,152,1,41,147,132
5129.jpg,train,1,3264,2448,148,150,31,40,135,132
513.jpg,train,1,4128,3096,255,192,31,23,254,191
5130.jpg,train,1,3264,2448,150,150,1,35,149,149
5131.jpg,train,1,3264,2448,149,150,12,16,138,132
5132.jpg,train,1,3264,2448,149,150,12,40,114,139
5133.jpg,train,1,3264,2448,149,148,1,1,148,147
5134.jpg,train,1,3264,2448,151,147,1,43,95,134
5135.jpg,train,1,3264,2448,148,149,28,38,111,112
5136.jpg,train,1,3264,2448,150,147,22,19,130,128
5137.jpg,train,1,3264,2448,148,150,29,47,119,115
5138.jpg,train,1,3264,2448,149,149,35,55,118,116
5139.jpg,train,1,3264,2448,148,149,21,45,123,125
514.jpg,train,1,3264,2448,146,147,21,32,119,116
5141.jpg,train,1,3264,2448,148,149,21,24,113,120
5142.jpg,train,1,3264,2448,147,149,1,1,146,148
515.jpg,train,1,3264,2448,149,149,1,31,135,111
5158.jpg,train,1,3264,2448,152,146,11,13,126,112
5159.jpg,train,1,3264,2448,154,144,1,1,153,143
516.jpg,train,1,4128,3096,232,192,87,30,195,149
5161.jpg,train,1,3264,2448,148,149,1,1,147,148
5162.jpg,train,1,3264,2448,148,149,25,35,134,130
5163.jpg,train,1,3264,2448,154,144,28,32,136,126
5164.jpg,train,1,3264,2448,150,148,16,19,132,118
5165.jpg,train,1,3264,2448,147,148,21,26,125,125
5166.jpg,train,1,3264,2448,148,150,23,20,128,122
5167.jpg,train,1,3264,2448,147,149,23,28,123,133
5168.jpg,train,1,3264,2448,146,148,23,19,124,120
5169.jpg,train,1,3264,2448,150,148,34,38,105,111
517.jpg,train,1,4128,3096,255,192,1,1,254,191
5170.jpg,train,1,3264,2448,147,149,25,25,119,119
5171.jpg,train,1,3264,2448,149,149,26,23,119,120
5172.jpg,train,1,3264,2448,175,177,1,30,174,176
5173.jpg,train,1,3264,2448,181,173,1,1,180,172
5174.jpg,train,1,3264,2448,176,174,31,61,106,156
5176.jpg,train,1,3264,2448,175,175,1,1,136,131
5177.jpg,train,1,3264,2448,181,172,1,1,166,147
5178.jpg,train,1,3264,2448,180,173,1,63,167,172
5179.jpg,train,1,3264,2448,179,171,1,1,178,170
518.jpg,train,1,4128,3096,236,192,38,1,235,166
5180.jpg,train,1,3264,2448,178,172,1,1,177,171
5181.jpg,train,1,3264,2448,179,171,1,1,178,170
5182.jpg,train,1,3264,2448,163,163,52,1,162,128
5183.jpg,train,1,3264,2448,172,175,34,34,145,147
5184.jpg,train,1,3264,2448,180,165,53,1,179,136
519.jpg,train,1,4128,3096,193,192,47,18,173,147
5193.jpg,train,1,3264,2448,182,171,1,1,181,170
5194.jpg,train,1,3264,2448,177,175,1,1,176,174
5195.jpg,train,1,3264,2448,179,175,1,61,111,174
5196.jpg,train,1,3264,2448,181,176,1,1,180,175
520.jpg,train,1,4128,3096,238,192,58,73,193,191
521.jpg,train,1,4128,3096,255,192,17,14,185,191
5214.jpg,train,1,3264,2448,177,175,21,69,176,174
5215.jpg,train,1,3264,2448,195,167,67,22,194,166
5216.jpg,train,1,3264,2448,177,175,39,1,176,174
5217.jpg,train,1,3264,2448,178,174,41,43,177,173
5218.jpg,train,1,3264,2448,209,191,1,1,149,167
5219.jpg,train,1,3264,2448,212,176,1,1,160,175
522.jpg,train,1,4128,3096,206,186,15,26,205,161
5220.jpg,train,1,3264,2448,175,176,31,28,174,160
5221.jpg,train,1,3264,2448,177,177,1,1,176,176
5222.jpg,train,1,3264,2448,177,174,41,61,176,173
5224.jpg,train,1,3264,2448,181,175,1,33,180,174
5225.jpg,train,1,3264,2448,183,184,1,1,154,183
5226.jpg,train,1,3264,2448,178,172,1,1,149,155
5227.jpg,train,1,3264,2448,178,179,1,1,142,178
5228.jpg,train,1,3264,2448,187,173,1,21,122,172
523.jpg,train,1,4128,3096,255,192,1,1,254,191
524.jpg,train,1,4128,3096,171,173,56,40,155,129
5248.jpg,train,1,3264,2448,190,164,42,26,170,142
5249.jpg,train,1,3264,2448,176,174,29,32,140,146
525.jpg,train,1,4128,2322,224,143,44,1,181,142
5250.jpg,train,1,3264,2448,202,165,33,35,163,164
5251.jpg,train,1,3264,2448,181,181,24,48,140,149
5252.jpg,train,1,3264,2448,196,169,59,1,160,168
5253.jpg,train,1,3264,2448,182,183,29,12,162,139
5254.jpg,train,1,3264,2448,180,170,74,53,179,169
5255.jpg,train,1,3264,2448,183,173,32,15,141,131
5256.jpg,train,1,3264,2448,207,167,52,13,206,166
5257.jpg,train,1,3264,2448,184,185,19,1,183,136
526.jpg,train,1,3264,2448,154,139,1,28,112,138
527.jpg,train,1,4128,3096,255,192,15,1,254,191
5275.jpg,train,1,3264,2448,181,173,1,1,180,151
5276.jpg,train,1,3264,2448,179,173,1,1,178,172
5278.jpg,train,1,3264,2448,181,171,12,26,180,170
5279.jpg,train,1,3264,2448,182,172,1,21,152,171
528.jpg,train,1,4128,3096,255,192,47,1,210,191
5280.jpg,train,1,3264,2448,181,171,39,20,180,170
5281.jpg,train,1,3264,2448,180,173,1,1,133,172
5282.jpg,train,1,3264,2448,181,171,18,17,180,170
5283.jpg,train,1,3264,2448,178,173,55,1,177,107
5284.jpg,train,1,3264,2448,183,170,1,22,182,169
5285.jpg,train,1,3264,2448,181,172,1,1,180,129
5286.jpg,train,1,3264,2448,183,171,1,1,126,144
5287.jpg,train,1,3264,2448,180,172,1,1,158,171
5288.jpg,train,1,3264,2448,182,172,1,11,150,171
529.jpg,train,1,4128,3096,238,189,63,1,237,188
53.jpg,train,1,4128,3096,255,192,1,1,254,191
530.jpg,train,1,4128,3096,255,192,1,11,219,175
531.jpg,train,1,3264,2448,159,141,1,29,108,114
532.jpg,train,1,4128,3096,227,184,71,43,181,141
533.jpg,train,1,4160,3120,153,153,1,52,93,127
5333.jpg,train,1,3264,2448,180,174,27,29,149,149
5334.jpg,train,1,3264,2448,184,167,48,31,139,132
5335.jpg,train,1,3264,2448,183,164,34,1,155,163
5336.jpg,train,1,3264,2448,186,165,13,54,92,129
534.jpg,train,1,4128,3096,190,192,1,46,179,171
5345.jpg,train,1,3264,2448,177,177,26,33,145,144
5347.jpg,train,1,3264,2448,177,176,26,32,149,152
5348.jpg,train,1,3264,2448,176,177,1,1,175,176
5349.jpg,train,1,3264,2448,177,176,26,35,150,175
535.jpg,train,1,4128,3096,234,192,24,40,184,191
5361.jpg,train,1,3264,2448,181,173,29,29,148,136
5362.jpg,train,1,3264,2448,181,174,1,17,104,125
5363.jpg,train,1,3264,2448,182,175,30,26,151,144
5364.jpg,train,1,3264,2448,177,175,29,17,150,141
5366.jpg,train,1,3264,2448,185,172,1,14,107,141
5368.jpg,train,1,3264,2448,182,173,1,1,110,130
5369.jpg,train,1,3264,2448,179,175,27,26,148,138
537.jpg,train,1,4128,3096,255,192,31,14,228,191
5370.jpg,train,1,3264,2448,181,174,22,38,149,147
5371.jpg,train,1,3264,2448,179,175,53,39,145,146
5372.jpg,train,1,3264,2448,188,169,15,36,122,168
5373.jpg,train,1,3264,2448,177,174,20,21,176,154
5375.jpg,train,1,3264,2448,176,176,30,26,144,175
5376.jpg,train,1,3264,2448,180,175,34,36,109,135
5377.jpg,train,1,3264,2448,178,175,1,1,177,174
5378.jpg,train,1,3264,2448,179,175,1,32,131,146
5379.jpg,train,1,3264,2448,176,176,19,22,145,144
538.jpg,train,1,3264,2448,255,192,33,26,216,191
5381.jpg,train,1,3264,2448,176,174,51,18,175,173
5382.jpg,train,1,3264,2448,176,176,33,37,131,175
5383.jpg,train,1,3264,2448,176,176,1,1,175,175
5385.jpg,train,1,3264,2448,183,176,24,47,182,175
5386.jpg,train,1,3264,2448,182,178,57,39,181,177
5387.jpg,train,1,3264,2448,177,180,53,50,165,144
5388.jpg,train,1,3264,2448,180,173,1,1,179,172
5389.jpg,train,1,3264,2448,180,173,1,1,156,148
539.jpg,train,1,4160,3120,255,192,74,59,178,130
5390.jpg,train,1,3264,2448,178,174,1,1,160,162
54.jpg,train,1,3264,2448,255,192,41,42,228,181
540.jpg,train,1,4128,3096,255,192,11,1,174,141
541.jpg,train,1,3264,2448,219,167,1,15,188,166
542.jpg,train,1,3264,2448,175,176,1,12,141,153
543.jpg,train,1,4128,3096,238,186,59,16,200,185
5430.jpg,train,1,3264,2448,179,178,1,1,178,177
5431.jpg,train,1,3264,2448,176,177,1,1,175,176
544.jpg,train,1,4128,3096,205,192,64,63,170,168
5443.jpg,train,1,3264,2448,177,175,1,1,176,174
545.jpg,train,1,4128,3096,255,192,1,1,254,191
5451.jpg,train,1,3264,2448,182,169,38,33,138,132
5452.jpg,train,1,3264,2448,180,171,41,36,144,148
5462.jpg,train,1,3264,2448,202,161,15,33,201,146
5463.jpg,train,1,3264,2448,188,188,1,72,144,167
5464.jpg,train,1,3264,2448,196,167,1,56,195,166
5465.jpg,train,1,3264,2448,178,172,34,27,128,121
5466.jpg,train,1,3264,2448,203,171,1,52,202,170
5467.jpg,train,1,3264,2448,179,174,1,1,178,173
5468.jpg,train,1,3264,2448,191,178,1,1,190,177
5469.jpg,train,1,3264,2448,184,178,1,1,183,177
547.jpg,train,1,3264,2448,152,155,29,46,151,117
5470.jpg,train,1,3264,2448,178,175,1,1,163,157
5471.jpg,train,1,3264,2448,181,175,23,34,165,174
548.jpg,train,1,4128,3096,255,192,1,1,254,191
5483.jpg,train,1,3264,2448,178,179,30,32,149,146
549.jpg,train,1,3264,2448,255,192,31,1,254,191
5491.jpg,train,1,3264,2448,176,176,1,47,125,162
5492.jpg,train,1,3264,2448,174,181,23,34,143,146
5493.jpg,train,1,3264,2448,179,177,34,26,146,145
5494.jpg,train,1,3264,2448,177,178,1,14,139,177
5495.jpg,train,1,3264,2448,179,176,39,54,92,123
5496.jpg,train,1,3264,2448,180,172,1,1,179,171
5497.jpg,train,1,3264,2448,182,168,13,54,181,167
5498.jpg,train,1,3264,2448,182,168,23,43,181,167
5499.jpg,train,1,3264,2448,190,164,1,1,189,163
55.jpg,train,1,4128,3096,244,189,52,1,207,155
5500.jpg,train,1,3264,2448,231,183,1,1,202,182
5501.jpg,train,1,3264,2448,239,179,1,1,238,178
551.jpg,train,1,4128,3096,163,162,1,1,128,65
5516.jpg,train,1,3264,2448,193,172,1,1,192,118
552.jpg,train,1,3264,2448,176,178,53,1,175,112
5525.jpg,train,1,3264,2448,194,177,1,1,193,176
5526.jpg,train,1,3264,2448,183,176,1,1,182,175
5527.jpg,train,1,3264,2448,180,180,1,1,179,179
5528.jpg,train,1,3264,2448,189,182,1,1,188,181
5529.jpg,train,1,3264,2448,177,177,1,1,176,176
553.jpg,train,1,4128,3096,254,192,1,57,239,191
5530.jpg,train,1,3264,2448,214,179,1,1,151,178
5531.jpg,train,1,3264,2448,187,176,1,1,157,175
5532.jpg,train,1,3264,2448,176,177,20,18,175,176
5533.jpg,train,1,3264,2448,179,177,1,1,178,164
5534.jpg,train,1,3264,2448,180,170,1,17,138,142
5535.jpg,train,1,3264,2448,181,173,1,1,107,125
5536.jpg,train,1,3264,2448,178,174,1,1,144,125
5539.jpg,train,1,3264,2448,178,173,1,1,123,140
554.jpg,train,1,4128,3096,248,192,61,26,208,165
5540.jpg,train,1,3264,2448,255,192,1,1,232,134
5541.jpg,train,1,3264,2448,255,192,1,1,254,191
5543.jpg,train,1,3264,2448,180,172,23,1,179,171
5544.jpg,train,1,3264,2448,189,171,1,1,188,170
5546.jpg,train,1,3264,2448,178,176,1,40,177,175
5547.jpg,train,1,3264,2448,183,174,1,1,158,173
5548.jpg,train,1,3264,2448,183,171,34,28,150,145
5549.jpg,train,1,3264,2448,184,170,1,1,183,169
555.jpg,train,1,4128,3096,255,192,1,1,178,145
5558.jpg,train,1,3264,2448,227,189,88,48,214,188
556.jpg,train,1,4128,3096,255,192,1,1,226,191
557.jpg,train,1,3264,2448,174,180,1,41,145,179
558.jpg,train,1,4128,3096,217,189,1,1,160,148
559.jpg,train,1,4128,3096,255,192,1,1,254,191
5594.jpg,train,1,3264,2448,182,183,1,1,181,171
5595.jpg,train,1,3264,2448,180,175,1,1,114,142
5597.jpg,train,1,3264,2448,184,173,1,1,103,118
5598.jpg,train,1,3264,2448,179,174,1,1,167,160
5599.jpg,train,1,3264,2448,177,175,1,1,148,174
5600.jpg,train,1,3264,2448,176,176,21,11,153,160
5601.jpg,train,1,3264,2448,179,172,58,31,178,159
5602.jpg,train,1,3264,2448,179,171,55,14,178,139
561.jpg,train,1,4128,3096,255,192,109,12,254,158
5617.jpg,train,1,3264,2448,186,179,1,1,185,178
5618.jpg,train,1,3264,2448,191,191,1,1,190,156
